response_id,unique_species,study_id,origin,org_level,flux_pattern,secondary_temp,mean_temp_reared,flux_range,period_flux,resp_def,resp_units,constant_resp,flux_resp,constant_variance,flux_variance,constant_samp,flux_samp,resp_quality,variance_type,genus,species,larger_group,exp_age,size,add_covariate,add_covariate_value,extra_covariate,extra_value,add_info,environment,stressful,duration,duration_units,SD_constant,SD_variable,yi,vi,tpc_zone,metric_type
1,1,kern_2015phys,Figure 3a,0,1,13,24,10,24,RMR,mL O2 * h^-1,0.027659574,0.026950355,0.004255319,0.004255319,7,7,1,0,Limnodynastes,peronii,1,1,2,NA,NA,NA,NA,NA,aquatic,NA,103.17,days,0.011258516,2.78E-04,-0.083354895,0.28596243,neutral,rate
1,1,kern_2015phys,Figure 3a,0,1,18,24,10,24,RMR,mL O2 * h^-1,0.043971631,0.05106383,0.006737589,0.005673759,7,7,1,0,Limnodynastes,peronii,1,1,2,NA,NA,NA,NA,NA,aquatic,NA,103.17,days,0.017825985,4.27E-04,0.526461301,0.295612911,neutral,rate
1,1,kern_2015phys,Figure 3a,0,1,23,24,10,24,RMR,mL O2 * h^-1,0.078723404,0.062411348,0.005673759,0.009929078,7,7,1,0,Limnodynastes,peronii,1,1,2,NA,NA,NA,NA,NA,aquatic,NA,103.17,days,0.015011355,9.89E-04,-1.435196652,0.359278194,neutral,rate
1,1,kern_2015phys,Figure 3a,0,1,28,24,10,24,RMR,mL O2 * h^-1,0.109219858,0.09858156,0.005673759,0.007092199,7,7,1,0,Limnodynastes,peronii,1,1,2,NA,NA,NA,NA,NA,aquatic,NA,103.17,days,0.015011355,5.97E-04,-0.937287034,0.317089535,neutral,rate
1,1,kern_2015phys,Figure 3a,0,1,33,24,10,24,RMR,mL O2 * h^-1,0.109219858,0.117021277,0.007446809,0.009574468,7,7,1,0,Limnodynastes,peronii,1,1,2,NA,NA,NA,NA,NA,aquatic,NA,103.17,days,0.019702405,9.37E-04,0.523513397,0.295502367,neutral,rate
1,1,kern_2015phys,Figure 3a,0,1,36,24,10,24,RMR,mL O2 * h^-1,0.121276596,0.094326241,0.004964539,0.010992908,7,7,1,0,Limnodynastes,peronii,1,1,2,NA,NA,NA,NA,NA,aquatic,NA,103.17,days,0.013134936,0.001152574,-2.705420647,0.547117889,neutral,rate
1,2,kern_2015phys,Figure 3b,0,1,18,24,10,24,RMR,mL O2 * h^-1,0.036879433,0.059574468,0.002836879,0.006382979,7,7,1,0,Limnodynastes,tasmaniensis,1,1,2,NA,NA,NA,NA,NA,aquatic,NA,178.68,days,0.007505676,5.10E-04,3.993050238,0.855158936,neutral,rate
1,2,kern_2015phys,Figure 3b,0,1,23,24,10,24,RMR,mL O2 * h^-1,0.095744681,0.086524823,0.006028369,0.005673759,7,7,1,0,Limnodynastes,tasmaniensis,1,1,2,NA,NA,NA,NA,NA,aquatic,NA,178.68,days,0.015949565,4.27E-04,-0.764862527,0.306607667,neutral,rate
1,2,kern_2015phys,Figure 3b,0,1,28.1,24,10,24,RMR,mL O2 * h^-1,0.113475177,0.108510638,0.004964539,0.004609929,7,7,1,0,Limnodynastes,tasmaniensis,1,1,2,NA,NA,NA,NA,NA,aquatic,NA,178.68,days,0.013134936,3.13E-04,-0.500139968,0.294647857,neutral,rate
1,2,kern_2015phys,Figure 3b,0,1,33,24,10,24,RMR,mL O2 * h^-1,0.121276596,0.123404255,0.00212766,0.013475177,7,7,1,0,Limnodynastes,tasmaniensis,1,1,2,NA,NA,NA,NA,NA,aquatic,NA,178.68,days,0.005629259,0.001564234,0.482018224,0.294012199,neutral,rate
1,2,kern_2015phys,Figure 3b,0,1,38,24,10,24,RMR,mL O2 * h^-1,0.130496454,0.160992908,0.015957447,0.008510638,7,7,1,0,Limnodynastes,tasmaniensis,1,1,2,NA,NA,NA,NA,NA,aquatic,NA,178.68,days,0.042219436,7.85E-04,0.955929101,0.318350016,neutral,rate
1,3,kern_2015phys,Figure 3c,0,1,13,24,10,24,RMR,mL O2 * h^-1,0.022695035,0.029787234,0.003900709,0.003191489,7,7,1,0,Platyplectrum,ornatum,1,1,2,NA,NA,NA,NA,NA,aquatic,NA,27.675,days,0.010320306,1.80E-04,0.909464869,0.315254512,neutral,rate
1,3,kern_2015phys,Figure 3c,0,1,18,24,10,24,RMR,mL O2 * h^-1,0.023404255,0.026241135,0.005673759,0.003191489,7,7,1,0,Platyplectrum,ornatum,1,1,2,NA,NA,NA,NA,NA,aquatic,NA,27.675,days,0.015011355,1.80E-04,0.250122978,0.287948625,neutral,rate
1,3,kern_2015phys,Figure 3c,0,1,23,24,10,24,RMR,mL O2 * h^-1,0.046808511,0.046808511,0.006382979,0.005673759,7,7,1,0,Platyplectrum,ornatum,1,1,2,NA,NA,NA,NA,NA,aquatic,NA,27.675,days,0.016887775,4.27E-04,0,0.285714286,neutral,rate
1,3,kern_2015phys,Figure 3c,0,1,28.1,24,10,24,RMR,mL O2 * h^-1,0.05106383,0.056737589,0.002836879,0.004609929,7,7,1,0,Platyplectrum,ornatum,1,1,2,NA,NA,NA,NA,NA,aquatic,NA,27.675,days,0.007505676,3.13E-04,0.999695208,0.321406804,neutral,rate
1,3,kern_2015phys,Figure 3c,0,1,33,24,10,24,RMR,mL O2 * h^-1,0.070921986,0.070921986,0.002836879,0.003546099,7,7,1,0,Platyplectrum,ornatum,1,1,2,NA,NA,NA,NA,NA,aquatic,NA,27.675,days,0.007505676,2.11E-04,0,0.285714286,neutral,rate
1,3,kern_2015phys,Figure 3c,0,1,38,24,10,24,RMR,mL O2 * h^-1,0.073758865,0.079432624,0.004255319,0.005673759,7,7,1,0,Platyplectrum,ornatum,1,1,2,NA,NA,NA,NA,NA,aquatic,NA,27.675,days,0.011258516,4.27E-04,0.666562566,0.301582345,neutral,rate
1,3,kern_2015phys,Figure 3c,0,1,13,24,20,24,RMR,mL O2 * h^-1,0.022695035,0.029787234,0.003900709,0.00248227,7,7,1,0,Platyplectrum,ornatum,1,1,2,NA,NA,NA,NA,NA,aquatic,NA,27.675,days,0.010320306,1.24E-04,0.909538343,0.315259286,neutral,rate
1,3,kern_2015phys,Figure 3c,0,1,18,24,20,24,RMR,mL O2 * h^-1,0.023404255,0.025531915,0.005673759,0.00212766,7,7,1,0,Platyplectrum,ornatum,1,1,2,NA,NA,NA,NA,NA,aquatic,NA,27.675,days,0.015011355,9.81E-05,0.187601754,0.286971229,neutral,rate
1,3,kern_2015phys,Figure 3c,0,1,23,24,20,24,RMR,mL O2 * h^-1,0.046808511,0.035460993,0.006382979,0.004609929,7,7,1,0,Platyplectrum,ornatum,1,1,2,NA,NA,NA,NA,NA,aquatic,NA,27.675,days,0.016887775,3.13E-04,-0.889237395,0.313955112,neutral,rate
1,3,kern_2015phys,Figure 3c,0,1,28.1,24,20,24,RMR,mL O2 * h^-1,0.05106383,0.058156028,0.002836879,0.004609929,7,7,1,0,Platyplectrum,ornatum,1,1,2,NA,NA,NA,NA,NA,aquatic,NA,27.675,days,0.007505676,3.13E-04,1.249618878,0.341483834,neutral,rate
1,3,kern_2015phys,Figure 3c,0,1,33,24,20,24,RMR,mL O2 * h^-1,0.070921986,0.087943262,0.002836879,0.00212766,7,7,1,0,Platyplectrum,ornatum,1,1,2,NA,NA,NA,NA,NA,aquatic,NA,27.675,days,0.007505676,9.81E-05,3.001435469,0.607450531,neutral,rate
1,3,kern_2015phys,Figure 3c,0,1,38,24,20,24,RMR,mL O2 * h^-1,0.073758865,0.075886525,0.004255319,0.003546099,7,7,1,0,Platyplectrum,ornatum,1,1,2,NA,NA,NA,NA,NA,aquatic,NA,27.675,days,0.011258516,2.11E-04,0.250097045,0.287948162,neutral,rate
3,1,kern_2015phys,Figure 4a,0,1,13,24,10,24,LDH activity,umol ^-1 * g^-1 *min^-1,9.913047805,12.94331314,3.030265335,1.08223762,10,10,1,0,Limnodynastes,peronii,1,1,2,NA,NA,NA,NA,NA,aquatic,NA,103.17,days,9.582540373,1.125858834,0.425346809,0.204522998,neutral,rate
3,1,kern_2015phys,Figure 4a,0,1,18,24,10,24,LDH activity,umol ^-1 * g^-1 *min^-1,12.43826892,20.23037978,2.597370287,2.597370287,10,10,1,0,Limnodynastes,peronii,1,1,2,NA,NA,NA,NA,NA,aquatic,NA,103.17,days,8.213606034,4.18601521,1.14472587,0.232759933,neutral,rate
3,1,kern_2015phys,Figure 4a,0,1,23,24,10,24,LDH activity,umol ^-1 * g^-1 *min^-1,16.69507022,31.41350185,2.813817811,3.89605543,10,10,1,0,Limnodynastes,peronii,1,1,2,NA,NA,NA,NA,NA,aquatic,NA,103.17,days,8.898073204,7.690200989,1.694912353,0.271818197,neutral,rate
3,1,kern_2015phys,Figure 4a,0,1,28.1,24,10,24,LDH activity,umol ^-1 * g^-1 *min^-1,24.41503191,43.89655301,4.328950478,4.97829305,10,10,1,0,Limnodynastes,peronii,1,1,2,NA,NA,NA,NA,NA,aquatic,NA,103.17,days,13.68934339,11.10761164,1.496643996,0.255998581,neutral,rate
3,1,kern_2015phys,Figure 4a,0,1,33,24,10,24,LDH activity,umol ^-1 * g^-1 *min^-1,34.30071278,58.54159151,5.627635622,6.276978194,10,10,1,0,Limnodynastes,peronii,1,1,2,NA,NA,NA,NA,NA,aquatic,NA,103.17,days,17.79614641,15.72627732,1.382362126,0.247773126,neutral,rate
3,1,kern_2015phys,Figure 4a,0,1,38,24,10,24,LDH activity,umol ^-1 * g^-1 *min^-1,43.31935961,71.02339872,6.06053067,6.926320765,10,10,1,0,Limnodynastes,peronii,1,1,2,NA,NA,NA,NA,NA,aquatic,NA,103.17,days,19.16508075,18.22862457,1.418546693,0.250306868,neutral,rate
4,1,kern_2015phys,Figure 4b,0,1,13,24,10,24,CS activity,umol ^-1 * g^-1 *min^-1,1.151515152,1.333333333,0.181818182,0.181818182,10,10,1,0,Limnodynastes,peronii,1,1,2,NA,NA,NA,NA,NA,aquatic,NA,103.17,days,0.574959575,0.077527533,0.424431413,0.204503551,neutral,rate
4,1,kern_2015phys,Figure 4b,0,1,18,24,10,24,CS activity,umol ^-1 * g^-1 *min^-1,1.393939394,1.757575758,0.181818182,0.242424242,10,10,1,0,Limnodynastes,peronii,1,1,2,NA,NA,NA,NA,NA,aquatic,NA,103.17,days,0.574959575,0.119361445,0.838663426,0.217583909,neutral,rate
4,1,kern_2015phys,Figure 4b,0,1,23,24,10,24,CS activity,umol ^-1 * g^-1 *min^-1,1.818181818,2.242424242,0.181818182,0.181818182,10,10,1,0,Limnodynastes,peronii,1,1,2,NA,NA,NA,NA,NA,aquatic,NA,103.17,days,0.574959575,0.077527533,0.990339967,0.224519331,neutral,rate
4,1,kern_2015phys,Figure 4b,0,1,28.1,24,10,24,CS activity,umol ^-1 * g^-1 *min^-1,2.303030303,2.787878788,0.242424242,0.212121212,10,10,1,0,Limnodynastes,peronii,1,1,2,NA,NA,NA,NA,NA,aquatic,NA,103.17,days,0.766612765,0.097695858,0.849673222,0.218048615,neutral,rate
4,1,kern_2015phys,Figure 4b,0,1,33,24,10,24,CS activity,umol ^-1 * g^-1 *min^-1,2.848484848,3.515151515,0.151515152,0.212121212,10,10,1,0,Limnodynastes,peronii,1,1,2,NA,NA,NA,NA,NA,aquatic,NA,103.17,days,0.47913298,0.097695858,1.846406984,0.285230469,neutral,rate
4,1,kern_2015phys,Figure 4b,0,1,38,24,10,24,CS activity,umol ^-1 * g^-1 *min^-1,3.636363636,4.242424242,0.363636364,0.757575758,10,10,1,0,Limnodynastes,peronii,1,1,2,NA,NA,NA,NA,NA,aquatic,NA,103.17,days,1.14991915,0.659385061,0.619209587,0.209585513,neutral,rate
5,1,kern_2015phys,Figure 4c,0,1,13.01724138,24,10,24,CCO activity,umol ^-1 * g^-1 *min^-1,0.99137931,0.926724138,0.161637931,0.107758621,10,10,1,0,Limnodynastes,peronii,1,1,2,NA,NA,NA,NA,NA,aquatic,NA,103.17,days,0.511144018,0.0353735,-0.170900245,0.200730172,neutral,rate
5,1,kern_2015phys,Figure 4c,0,1,18.01724138,24,10,24,CCO activity,umol ^-1 * g^-1 *min^-1,1.271551724,1.422413793,0.064655172,0.129310345,10,10,1,0,Limnodynastes,peronii,1,1,2,NA,NA,NA,NA,NA,aquatic,NA,103.17,days,0.204457606,0.046499674,0.974419705,0.223737344,neutral,rate
5,1,kern_2015phys,Figure 4c,0,1,23.01724138,24,10,24,CCO activity,umol ^-1 * g^-1 *min^-1,1.745689655,1.853448276,0.129310345,0.086206897,10,10,1,0,Limnodynastes,peronii,1,1,2,NA,NA,NA,NA,NA,aquatic,NA,103.17,days,0.408915215,0.025311217,0.356212006,0.203172175,neutral,rate
5,1,kern_2015phys,Figure 4c,0,1,27.93103448,24,10,24,CCO activity,umol ^-1 * g^-1 *min^-1,2.564655172,2.5,0.172413793,0.107758621,10,10,1,0,Limnodynastes,peronii,1,1,2,NA,NA,NA,NA,NA,aquatic,NA,103.17,days,0.545220286,0.0353735,-0.160265238,0.200642124,neutral,rate
5,1,kern_2015phys,Figure 4c,0,1,32.93103448,24,10,24,CCO activity,umol ^-1 * g^-1 *min^-1,2.952586207,2.801724138,0.172413793,0.150862069,10,10,1,0,Limnodynastes,peronii,1,1,2,NA,NA,NA,NA,NA,aquatic,NA,103.17,days,0.545220286,0.058596286,-0.372592823,0.203470635,neutral,rate
5,1,kern_2015phys,Figure 4c,0,1,37.93103448,24,10,24,CCO activity,umol ^-1 * g^-1 *min^-1,2.521551724,2.672413793,0.172413793,0.129310345,10,10,1,0,Limnodynastes,peronii,1,1,2,NA,NA,NA,NA,NA,aquatic,NA,103.17,days,0.545220286,0.046499674,0.373382961,0.203485371,neutral,rate
3,2,kern_2015phys,Figure 4d,0,1,13.0259366,24,10,24,LDH activity,umol ^-1 * g^-1 *min^-1,9.254765155,17.149502,1.315789474,3.070175439,10,10,1,0,Limnodynastes,tasmaniensis,1,1,2,NA,NA,NA,NA,NA,aquatic,NA,178.68,days,4.160891659,5.379535646,1.572137777,0.26179043,neutral,rate
3,2,kern_2015phys,Figure 4d,0,1,18.04034582,24,10,24,LDH activity,umol ^-1 * g^-1 *min^-1,15.46842611,25.9947419,2.412280702,4.385964912,10,10,1,0,Limnodynastes,tasmaniensis,1,1,2,NA,NA,NA,NA,NA,aquatic,NA,178.68,days,7.628301374,9.185392725,1.193971757,0.235639214,neutral,rate
3,2,kern_2015phys,Figure 4d,0,1,22.96829971,24,10,24,LDH activity,umol ^-1 * g^-1 *min^-1,22.11941959,38.78608625,3.50877193,6.140350877,10,10,1,0,Limnodynastes,tasmaniensis,1,1,2,NA,NA,NA,NA,NA,aquatic,NA,178.68,days,11.09571109,15.21562454,1.198619069,0.235917192,neutral,rate
3,2,kern_2015phys,Figure 4d,0,1,27.98270893,24,10,24,LDH activity,umol ^-1 * g^-1 *min^-1,31.84185247,57.28044896,4.824561404,8.553263562,10,10,1,0,Limnodynastes,tasmaniensis,1,1,2,NA,NA,NA,NA,NA,aquatic,NA,178.68,days,15.25660275,25.01484303,1.175822033,0.234563936,neutral,rate
3,2,kern_2015phys,Figure 4d,0,1,32.99711816,24,10,24,LDH activity,umol ^-1 * g^-1 *min^-1,42.44147834,74.0204257,6.140350877,10.74561404,10,10,1,0,Limnodynastes,tasmaniensis,1,1,2,NA,NA,NA,NA,NA,aquatic,NA,178.68,days,19.4174944,35.22466377,1.063293779,0.228264842,neutral,rate
3,2,kern_2015phys,Figure 4d,0,1,38.01152738,24,10,24,LDH activity,umol ^-1 * g^-1 *min^-1,51.28671824,89.44461297,7.236842105,11.84210526,10,10,1,0,Limnodynastes,tasmaniensis,1,1,2,NA,NA,NA,NA,NA,aquatic,NA,178.68,days,22.88490412,40.75147903,1.105702586,0.230564455,neutral,rate
4,2,kern_2015phys,Figure 4e,0,1,13.01724138,24,10,24,CS activity,umol ^-1 * g^-1 *min^-1,2.793840911,4.40446038,0.154867257,0.650442478,10,10,1,0,Limnodynastes,tasmaniensis,1,1,2,NA,NA,NA,NA,NA,aquatic,NA,178.68,days,0.489733267,0.52458195,3.039478135,0.430960683,neutral,rate
4,2,kern_2015phys,Figure 4e,0,1,18.01724138,24,10,24,CS activity,umol ^-1 * g^-1 *min^-1,3.60947513,5.653722917,0.278761062,0.619469027,10,10,1,0,Limnodynastes,tasmaniensis,1,1,2,NA,NA,NA,NA,NA,aquatic,NA,178.68,days,0.881519879,0.48756149,2.748304745,0.388829474,neutral,rate
4,2,kern_2015phys,Figure 4e,0,1,22.93103448,24,10,24,CS activity,umol ^-1 * g^-1 *min^-1,4.920506561,7.646348286,0.340707965,0.991150442,10,10,1,0,Limnodynastes,tasmaniensis,1,1,2,NA,NA,NA,NA,NA,aquatic,NA,178.68,days,1.077413186,0.986755074,2.526808113,0.359618981,neutral,rate
4,2,kern_2015phys,Figure 4e,0,1,28.01724138,24,10,24,CS activity,umol ^-1 * g^-1 *min^-1,6.293840911,9.205345336,0.46460177,1.17699115,10,10,1,0,Limnodynastes,tasmaniensis,1,1,2,NA,NA,NA,NA,NA,aquatic,NA,178.68,days,1.469199798,1.276908553,2.025689371,0.302585436,neutral,rate
4,2,kern_2015phys,Figure 4e,0,1,33.01724138,24,10,24,CS activity,umol ^-1 * g^-1 *min^-1,7.790891059,12.06522734,0.557522124,1.362831858,10,10,1,0,Limnodynastes,tasmaniensis,1,1,2,NA,NA,NA,NA,NA,aquatic,NA,178.68,days,1.763039758,1.590975222,2.437631988,0.348551243,neutral,rate
