response_id,experiment_id,study_id,origin,org_level,flux_treatment,flux_pattern,temp_ini,mean_temp_constant,min_temp,max_temp,flux_range,period_flux,resp_def,resp_units,constant_resp,flux_resp,constant_variance,flux_variance,constant_samp,flux_samp,resp_quality,variance_type,genus,species,larger_group,exp_age,size,add_covariate,add_covariate_value,extra_covariate,extra_value,add_info,time_point,time_units,same_mean..y.n.,stressful,environment,...39,...40,SD_constant,SD_variable,yi,vi,metric
2,1,kern_2015phys,table 1,0,1,1,NA,24,20,30,10,24,body mass,g,463.13,370.12,8.92,9.24,163,163,0,0,Limnodynastes,tasmaniensis,1,1,2,NA,NA,NA,NA,NA,NA,NA,y,n,aquatic,NA,NA,113.88293638644905,28.087168315798586,-1.1188097835010997,0.014189778116039536,size
3,1,kern_2015phys,table 1,0,1,1,NA,24,20,30,10,24,body length,mm,14.16,13.46,0.12,0.13,163,163,0,0,Limnodynastes,tasmaniensis,1,1,2,NA,NA,NA,NA,NA,NA,NA,y,n,aquatic,NA,NA,1.5320574401764444,0.04687216658103187,-0.6443583314929598,0.012906744876325753,size
4,1,kern_2015phys,table 1,0,1,1,NA,24,20,30,10,24,tail length,mm,28.03,24.1,0.24,0.25,163,163,0,0,Limnodynastes,tasmaniensis,1,1,2,NA,NA,NA,NA,NA,NA,NA,y,n,aquatic,NA,NA,3.064114880352889,0.125,-1.8081482688395656,0.017284356076852022,size
1,1,kern_2015phys,table 1,0,1,1,NA,24,20,30,10,24,development to stages 35-37,days,29.75,25.6,0.38,0.33,245,245,0,0,Platyplectrum,ornatum,1,1,2,NA,NA,NA,NA,NA,NA,NA,y,n,aquatic,NA,NA,5.947940820149441,0.18957056733575495,-0.9847083380725694,0.009152704603132288,development
2,1,kern_2015phys,table 1,0,1,1,NA,24,20,30,10,24,body mass,g,243.26,182.66,6.16,4.62,245,245,0,0,Platyplectrum,ornatum,1,1,2,NA,NA,NA,NA,NA,NA,NA,y,n,aquatic,NA,NA,96.41925118979094,9.930313590214562,-0.8828040398751551,0.008958513237571322,size
4,1,kern_2015phys,table 1,0,1,1,NA,24,20,30,10,24,body length,mm,11.48,10.46,0.12,0.11,245,245,0,0,Platyplectrum,ornatum,1,1,2,NA,NA,NA,NA,NA,NA,NA,y,n,aquatic,NA,NA,1.8782971010998233,0.036482872693909395,-0.766656108188204,0.008763022028798249,size
3,1,kern_2015phys,table 1,0,1,1,NA,24,20,30,10,24,tail length,mm,19.77,17.78,0.21,0.22,245,245,0,0,Platyplectrum,ornatum,1,1,2,NA,NA,NA,NA,NA,NA,NA,y,n,aquatic,NA,NA,3.2870199269246907,0.10318914671611545,-0.8544437290899248,0.0089082388634501,size
1,1,maneti2014,figure 2a,0,2,1,23,23,13,28,15,24,productivity,offspring/female,78.12,70.56,2.16,2.7,20,20,1,0,Drosophila,simulans,1,1,1,NA,NA,NA,NA,NA,NA,NA,y,y,terrestrial,NA,NA,9.659813662799092,4.436552715791846,-0.9857849388481537,0.11214714932074824,energetics
1,1,maneti2014,figure 2a,0,3,1,23,23,13,28,15,24,productivity,offspring/female,78.12,72.84,2.16,2.4,20,20,1,0,Drosophila,simulans,1,1,1,NA,NA,NA,NA,NA,NA,NA,y,y,terrestrial,NA,NA,9.659813662799092,3.71806401235912,-0.7070598960018845,0.10624917120667746,energetics
2,1,maneti2014,figure 2c,1,2,1,23,23,13,28,15,24,egg to adult viability,percent,70.90687473,71.96135094,2.389558233,3.092369478,20,20,1,0,Drosophila,simulans,1,1,1,NA,NA,NA,NA,NA,NA,NA,y,y,terrestrial,NA,NA,10.686429290364561,5.43797325275765,0.12189633446591108,0.10018573395445282,survivorship
2,1,maneti2014,figure 2c,1,3,1,23,23,13,28,15,24,egg to adult viability,percent,70.90687473,82.01181108,2.389558233,3.092369478,20,20,1,0,Drosophila,simulans,1,1,1,NA,NA,NA,NA,NA,NA,NA,y,y,terrestrial,NA,NA,10.686429290364561,5.43797325275765,1.2837188954146712,0.1205991775305583,survivorship
3,1,maneti2014,figure 2e,0,2,1,23,23,13,28,15,24,developmental time,days,10.2313253,11.0939759,0.014457831,0.01686747,20,20,1,0,Drosophila,simulans,1,1,1,NA,NA,NA,NA,NA,NA,NA,y,y,terrestrial,NA,NA,0.06465738584640753,0.0021906597034825727,18.48236988610672,4.369974957585807,development
3,1,maneti2014,figure 2e,0,3,1,23,23,13,28,15,24,developmental time,days,10.2313253,10.04819277,0.014457831,0.019277108,20,20,1,0,Drosophila,simulans,1,1,1,NA,NA,NA,NA,NA,NA,NA,y,y,terrestrial,NA,NA,0.06465738584640753,0.00267647271738229,-3.922523751580685,0.29232740727143264,development
4,1,maneti2014,figure 2f,0,2,1,23,23,13,28,15,24,dessication tolerance,time to  death (hour),15.53071892,14.5769634,0.351410811,0.321289884,20,20,1,0,Drosophila,simulans,1,1,1,NA,NA,NA,NA,NA,NA,NA,y,y,terrestrial,NA,NA,1.5715569228486617,0.1821149410663883,-0.8356037211645435,0.10872791973530041,survivorship
4,1,maneti2014,figure 2f,0,3,1,23,23,13,28,15,24,dessication tolerance,time to  death (hour),15.53071892,13.84402085,0.351410811,0.301209267,20,20,1,0,Drosophila,simulans,1,1,1,NA,NA,NA,NA,NA,NA,NA,y,y,terrestrial,NA,NA,1.5715569228486617,0.1653112819875067,-1.4794753251307642,0.12736059047088477,survivorship
5,1,maneti2014,figure 2g,0,2,1,23,23,13,28,15,24,body (centroid) size,pixels,1460.333824,1416.933824,4.6,5.4,20,20,1,0,Drosophila,simulans,1,1,1,NA,NA,NA,NA,NA,NA,NA,y,y,terrestrial,NA,NA,20.571825392998065,12.548466041712032,-2.496417826171926,0.17790127453536209,size
5,1,maneti2014,figure 2g,0,3,1,23,23,13,28,15,24,body (centroid) size,pixels,1460.333824,1437.933824,4.6,4.6,20,20,1,0,Drosophila,simulans,1,1,1,NA,NA,NA,NA,NA,NA,NA,y,y,terrestrial,NA,NA,20.571825392998065,9.86590087118252,-1.3608574319391942,0.12314916187580174,size
6,1,maneti2014,figure 2h,0,2,1,23,23,13,28,15,24,startvation tolerance,time to  death (hour),4.001205617,4.017421834,0.059459459,0.057657658,20,20,1,0,Drosophila,simulans,1,1,1,NA,NA,NA,NA,NA,NA,NA,y,y,terrestrial,NA,NA,0.26591078445872335,0.01384476207357897,0.08441424565674563,0.10008907206087247,survivorship
6,1,maneti2014,figure 2h,0,3,1,23,23,13,28,15,24,startvation tolerance,time to  death (hour),4.001205617,3.810227875,0.059459459,0.05586248,20,20,1,0,Drosophila,simulans,1,1,1,NA,NA,NA,NA,NA,NA,NA,y,y,terrestrial,NA,NA,0.26591078445872335,0.013203233937688269,-0.9942648855008355,0.11235703328174987,survivorship
2,2,rolandi2018,figure 2b,0,1,1,NA,24,17,32,15,24,average cumulative number of eggs laid per female,eggs laid,32.56667133,20.37290121,2.219420294,2.117341548,300,300,1,0,Rhodnius,prolixus,1,2,1,sexual maturity,mated females,NA,NA,NA,32.91380781,days after feeding,y,n,terrestrial,NA,NA,38.441487125574554,3.0809622668347787,-0.4465983792407601,0.0068328750936170616,fecundity
2,2,rolandi2018,figure 2b,0,1,1,NA,24,17,32,15,24,average cumulative number of eggs laid per female,eggs laid,10.066805,9.556602212,2.091831409,1.836730018,300,300,1,0,Rhodnius,prolixus,1,2,1,sexual maturity,virgin females,NA,NA,NA,32.97930165,days after feeding,y,n,terrestrial,NA,NA,36.23158281256393,2.489246961636266,-0.019842786399604236,0.006666994780143418,fecundity
1,1,simonici2019,table 1,1,1,1,NA,31,29,33,4,24,percent females,percent,100,89.4,0,6,18,27,0,0,Caiman,latirostris,1,1,3,year of experiment,first year,NA,NA,NA,NA,NA,y,n,aquatic,NA,NA,0,14.696938456699067,-0.9112386223184427,0.1018187684459794,fecundity
2,1,simonici2019,table 1,0,1,1,NA,31,29,33,4,24,incubation period,days,75.6,74.9,0.3,0.3,18,27,0,0,Caiman,latirostris,1,1,3,year of experiment,first year,NA,NA,NA,NA,NA,y,n,aquatic,NA,NA,1.2727922061357855,0.1643167672515498,-0.8485747771428217,0.10059347206373692,development
3,1,simonici2019,table 1,1,1,1,NA,31,29,33,4,24,hatching success,percent,71,83,5,4,18,27,0,0,Caiman,latirostris,1,1,3,year of experiment,first year,NA,NA,NA,NA,NA,y,n,aquatic,NA,NA,21.213203435596423,8,0.8010376560010356,0.09972216288516629,fecundity
4,1,simonici2019,table 1,0,1,1,NA,31,29,33,4,24,total length,cm,24.2,24.9,0.2,0.5,18,27,0,0,Caiman,latirostris,1,1,3,year of experiment,first year,NA,NA,NA,NA,NA,y,n,aquatic,NA,NA,0.848528137423857,0.3535533905932738,1.1458087494265705,0.10718012248439794,size
5,1,simonici2019,table 1,0,1,1,NA,31,29,33,4,24,mass,g,51.6,51.4,1,1,18,27,0,0,Caiman,latirostris,1,1,3,year of experiment,first year,NA,NA,NA,NA,NA,y,n,aquatic,NA,NA,4.242640687119285,1,-0.07071324330698937,0.09264815217902585,size
1,1,simonici2019,table 1,1,1,1,NA,32,31,33,2,24,percent females,percent,71.6,65,10,11,25,21,0,0,Caiman,latirostris,1,1,3,year of experiment,second year,NA,NA,NA,NA,NA,y,n,aquatic,NA,NA,50,36.4828726939094,-0.1461989768077125,0.08785137523665221,fecundity
2,1,simonici2019,table 1,0,1,1,NA,32,31,33,2,24,incubation period,days,71.4,71.8,0.4,0.4,25,21,0,0,Caiman,latirostris,1,1,3,year of experiment,second year,NA,NA,NA,NA,NA,y,n,aquatic,NA,NA,2,0.2529822128134704,0.26439771509236537,0.08837889709454831,development
3,1,simonici2019,table 1,1,1,1,NA,32,31,33,2,24,hatching success,percent,85,52.5,6,8,25,21,0,0,Caiman,latirostris,1,1,3,year of experiment,second year,NA,NA,NA,NA,NA,y,n,aquatic,NA,NA,30,22.627416997969522,-1.1874253567035642,0.10294490607277139,fecundity
4,1,simonici2019,table 1,0,1,1,NA,32,31,33,2,24,total length,cm,22.2,20.3,0.3,0.3,25,21,0,0,Caiman,latirostris,1,1,3,year of experiment,second year,NA,NA,NA,NA,NA,y,n,aquatic,NA,NA,1.5,0.1643167672515498,-1.6772798185573443,0.11819804315969716,size
5,1,simonici2019,table 1,0,1,1,NA,32,31,33,2,24,mass,g,44.3,37.3,0.7,0.7,25,21,0,0,Caiman,latirostris,1,1,3,year of experiment,second year,NA,NA,NA,NA,NA,y,n,aquatic,NA,NA,3.5,0.5856620185738528,-2.6310269808961166,0.16286147125169256,size
1,1,simonici2019,table 1,1,1,1,NA,32,30,34,4,24,percent females,percent,71.6,84,10,7,25,26,0,0,Caiman,latirostris,1,1,3,year of experiment,second year,NA,NA,NA,NA,NA,y,n,aquatic,NA,NA,50,18.520259177452136,0.32636051428322427,0.07950576576823662,fecundity
2,1,simonici2019,table 1,0,1,1,NA,32,30,34,4,24,incubation period,days,71.4,70.6,0.4,0.6,25,26,0,0,Caiman,latirostris,1,1,3,year of experiment,second year,NA,NA,NA,NA,NA,y,n,aquatic,NA,NA,2,0.46475800154489,-0.5475576378569674,0.08140094401816104,development
3,1,simonici2019,table 1,1,1,1,NA,32,30,34,4,24,hatching success,percent,85,62,6,8,25,26,0,0,Caiman,latirostris,1,1,3,year of experiment,second year,NA,NA,NA,NA,NA,y,n,aquatic,NA,NA,30,22.627416997969522,-0.8546876853518338,0.08562321531930392,fecundity
4,1,simonici2019,table 1,0,1,1,NA,32,30,34,4,24,total length,cm,22.2,20.3,0.3,0.3,25,26,0,0,Caiman,latirostris,1,1,3,year of experiment,second year,NA,NA,NA,NA,NA,y,n,aquatic,NA,NA,1.5,0.1643167672515498,-1.770997862006083,0.10921088578732392,size
5,1,simonici2019,table 1,0,1,1,NA,32,30,34,4,24,mass,g,44.3,37.9,0.7,0.8,25,26,0,0,Caiman,latirostris,1,1,3,year of experiment,second year,NA,NA,NA,NA,NA,y,n,aquatic,NA,NA,3.5,0.7155417527999327,-2.5183212384302913,0.14063743904907844,size
1,1,delava2016,table 1,1,1,0,25,20.1,16,23,7,24,survival,percent,67,65.2,11.4,13.18,125,125,0,0,Drosophila,melanogaster,1,1,1,NA,NA,NA,NA,NA,NA,NA,y,n,terrestrial,NA,NA,127.45587471748803,47.84902749272967,-0.018641454229507314,0.01600069500763158,survivorship
2,1,delava2016,table 1,0,1,0,25,20.1,16,23,7,24,development time,days,36.27,30.51,4.82,0.89,125,125,0,0,Leptopilina,bourlardi,1,1,1,NA,NA,NA,NA,NA,NA,NA,y,n,terrestrial,NA,NA,53.889238257744935,0.8396243207530377,-0.15068353417148161,0.016045411054940815,development
3,1,delava2016,table 1,1,1,0,25,20.1,16,23,7,24,infestation rate,percent,70,61.25,14.4,10.84,125,125,0,0,Leptopilina,bourlardi,1,1,1,NA,NA,NA,NA,NA,NA,NA,y,n,terrestrial,NA,NA,160.99689437998487,35.68978430867858,-0.07481203754920061,0.016011193681924527,survivorship
4,1,delava2016,table 1,1,1,0,25,20.1,16,23,7,24,success of parasitism,percent,39.84,60.19,13.3,15.35,125,125,0,0,Leptopilina,bourlardi,1,1,1,NA,NA,NA,NA,NA,NA,NA,y,n,terrestrial,NA,NA,148.69852050373603,60.13988173417037,0.17887885182325747,0.016063995287259214,survivorship
1,1,delava2016,table 1,1,1,0,25,20.1,16,26,10,24,survival,percent,67,66.8,11.4,9.96,125,125,0,0,Drosophila,melanogaster,1,1,1,NA,NA,NA,NA,NA,NA,NA,y,y,terrestrial,NA,NA,127.45587471748803,31.433229805414527,-0.0021480629952555694,0.016000009228349262,survivorship
2,1,delava2016,table 1,0,1,0,25,20.1,16,26,10,24,development time,days,36.27,30.52,4.82,0.64,125,125,0,0,Leptopilina,bourlardi,1,1,1,NA,NA,NA,NA,NA,NA,NA,y,y,terrestrial,NA,NA,53.889238257744935,0.512,-0.1504333979095989,0.016045260414413256,development
3,1,delava2016,table 1,1,1,0,25,20.1,16,26,10,24,infestation rate,percent,70,63.17,14.4,17.78,125,125,0,0,Leptopilina,bourlardi,1,1,1,NA,NA,NA,NA,NA,NA,NA,y,y,terrestrial,NA,NA,160.99689437998487,74.9717476920473,-0.05422289140842598,0.01600588024390538,survivorship
4,1,delava2016,table 1,1,1,0,25,20.1,16,26,10,24,success of parasitism,percent,39.84,69.21,13.3,11.33,125,125,0,0,Leptopilina,bourlardi,1,1,1,NA,NA,NA,NA,NA,NA,NA,y,y,terrestrial,NA,NA,148.69852050373603,38.13685405221569,0.2697504140149559,0.01614553057172248,survivorship
2,1,lowenborg2012,figure 2b,0,1,1,NA,25,19,31,12,24,days to first slough,days,9.075268817,10.27956989,0.49382716,0.541616886,25,29,1,1,Natrix,natrix,1,1,2,NA,NA,NA,NA,NA,NA,NA,y,y,aquatic,NA,NA,0.49382716,0.541616886,2.2819065262753804,0.12269662338604309,development
1,2,lowenborg2012,figure 4a,0,1,1,NA,25,19,31,12,24,aquatic speed,m * s^-1,0.246757679,0.272696246,0.025281254,0.022247503,25,29,1,1,Natrix,natrix,1,1,2,NA,NA,NA,NA,NA,NA,NA,y,y,aquatic,NA,NA,0.025281254,0.022247503,1.0787615119611402,0.08525800306225155,energetics
3,2,lowenborg2012,figure 4c,0,1,1,NA,25,19,31,12,24,distance covered,m,2.8125,3.125,1.774691358,1.800411523,25,29,1,1,Natrix,natrix,1,1,2,NA,NA,NA,NA,NA,NA,NA,y,y,aquatic,NA,NA,1.774691358,1.800411523,0.1721847554040502,0.07475727334285218,energetics
